Title,Name,Review text
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",mgeer M.,recieved on time
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",*6,Awesome device.Thanks daraz and seller for on time delivery.
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",*.,it's genuine and 100% original. 10/10 recommended 💖
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",ammad N.,Reasonable phone at a reasonable price
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",il A.,Received same but packing need improvement to prevent damage and ensure safety.
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",al S.,very good smart phone and good packing Thanks 👍
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",shan S.,all good.no problem in any function
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",il A.,Received same but packing need improvement to prevent damage and ensure safety.
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",al S.,very good smart phone and good packing Thanks 👍
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",shan S.,all good.no problem in any function
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",il A.,Received same but packing need improvement to prevent damage and ensure safety.
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",al S.,very good smart phone and good packing Thanks 👍
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",shan S.,all good.no problem in any function
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",il A.,Received same but packing need improvement to prevent damage and ensure safety.
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",al S.,very good smart phone and good packing Thanks 👍
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",shan S.,all good.no problem in any function
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",il A.,Received same but packing need improvement to prevent damage and ensure safety.
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",al S.,very good smart phone and good packing Thanks 👍
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",shan S.,all good.no problem in any function
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera, C.,"Very disappointing. This phone is not 8 GB RAM as claimed. This is a 4GB + 4 GB expendable. The add should clearly state that truth. Also, it has a slow processor. an iPhone user will find it very slow. it is large screen phone. The back camera quality is good in day light but not very good in low light. Overall it is okay for the price it is being sold at. But the ad should clearly state the figures to avoid any disappointments."
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,olmushtaq,same mobile deliver hoa hai thanks 😊😊👍 I'm very happy......
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,m,good quality nice phone I like it very much
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,f K.,v nice tnx daraz
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,*6,looking good with back cover received ram here show 8gb but in mobile show 4 GB +4gb extendable other OK
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,am B.,Good mobile recieve on time 🔥 work well💙 just youtube thora slow chl rha ha🌸 overall good🌜 recommended 💪 camera result is ok ok💪
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,shan K.,phone received everything packed well and delivery was fast.
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,*1,"very good and fast delivery, i like it but should be back cover given in the box, it's negative from inside. we have to buy it separately anyway we will buy"
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,F.,I ordered black but received blue. Delivery was quite fast. Cell phone is made in Pakistan which has not been mentioned anywhere in the ad..... Why did the seller hide this information rather we should be proud of our own products. Experience with the product overall is good for this price.
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,lam A.,4+4 Ram
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera, C.,"Very disappointing. This phone is not 8 GB RAM as claimed. This is a 4GB + 4 GB expendable. The add should clearly state that truth. Also, it has a slow processor. an iPhone user will find it very slow. it is large screen phone. The back camera quality is good in day light but not very good in low light. Overall it is okay for the price it is being sold at. But the ad should clearly state the figures to avoid any disappointments."
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,ul J.,یہ ٹھگ لوگ ہیں ۔جو دکھایا جاتا ہے وہ بھیجا نہیں جاتا۔۔ اس سیلر کا رویہ انتہائی نامناسب اور غیر زمین دارانہ ہے۔۔۔پہلے خراب سیٹ بھیج دیا پھر ریٹرن کرنے کی بجائے ایک مہینہ ذلیل کیا ۔۔پھر موبائل ہی روک لیا۔۔اور بالآخر ریٹرن کینسل کر دیا۔؟دراز بھی سیلر کے ساتھ ملا ھوا ہے ۔۔
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,*5,"i loved the phone, its orignal n sealed brand new phone. Thank you seller."
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,*.,#11.11 excellent quality
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,san A.,mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY, A.,Perfect thanks
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,d A.,good set box pack new with charger .
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ammad W.,Thanks to Glow Tech Original Product delivered
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,.,fast delivery.original product with discount
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ammad K.,thanks daraz and seller 👍
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,bu B.,Good
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,san A.,mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,*.,Pk dex courier service is very poor and slow
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,m,thanks
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,m,thanks
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,m,thanks
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,m,thanks
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,m,thanks
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,id H.,"well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks"
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,an A.,mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,im G.,very very good working.. thanks seller very responsible person. very one close Ur eye and buy it.. 💖 seal pack
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,faraz A.,25 rupay ziada Lia but product acha aur original tha
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,im G.,very very good working.. thanks seller very responsible person. very one close Ur eye and buy it.. 💖 seal pack
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,eed,100% satisfied.
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,riq W.,great deal...pta approved and plenty of ram 128gb.5000mah battery..hold warranty...so far good impression...hope to use it long time
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,andyar K.,good packing and official phone delivered. also seller very cooperative and guided properly about warranty.
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,r A.,"good, after oneday received"
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,d A.,"ontime delivery, well packed and very satisfied with the product .... seller recomended"
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,a S.,totally worth it. 100% recommended. such fast service.
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,*.,I'm use already he is very beautiful mobile
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,ر ی.,very nice product same as shown
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,*.,Original box packed Mobile delivered.
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,shan S.,"Excellent service, original Mobile, Highly recommended."
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,ر ی.,very nice product same as shown
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,*.,Original box packed Mobile delivered.
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,shan S.,"Excellent service, original Mobile, Highly recommended."
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,ر ی.,very nice product same as shown
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,*.,Original box packed Mobile delivered.
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,shan S.,"Excellent service, original Mobile, Highly recommended."
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,ر ی.,very nice product same as shown
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,*.,Original box packed Mobile delivered.
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,shan S.,"Excellent service, original Mobile, Highly recommended."
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,ر ی.,very nice product same as shown
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,*.,Original box packed Mobile delivered.
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,shan S.,"Excellent service, original Mobile, Highly recommended."
"Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery",fiqar S.,برانڈ اوریجنل تھا پی ٹی اے اپروول تھا نان ایکٹو تھا میں نے خود ایکٹو کیا دراز کا سیلر تھینک یو ڈبے پہ پی ٹی اے اپروول نہیں لکھا اور وارنٹی کارڈ بھی نہیں ہے جب نیٹ پہ چیک کیا وارنٹی سٹارٹ وی اسی دن ہوئی جب ایکٹو کیا میں نے ان لائن وارنٹی موجود ہے پورے ایک سال کی اور پی ٹی اے پہ جب چیک کیا تو پی ٹی اے اپروول بھی ہے بٹ کارڈ نہیں ہے
"Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery",ma S.,everything went smoothly It took 3 days to get it delivered.
"Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery",d U.,good product highly recommended thanks Daraz #11.11
"Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery",is K.,best
"Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery", U.,is mobile k sath koi warranty card nahe mila aur na hi box per PTA approved likha ha.
Infinix Smart 7 - 64GB ROM - 4GB RAM - PTA APPROVED OFFICIAL WARRANTY,AN H.,Genuine product thanks seller and daraz
Infinix Smart 7 - 64GB ROM - 4GB RAM - PTA APPROVED OFFICIAL WARRANTY,sar C.,all ok pta approved sealed pack
Infinix Smart 7 - 64GB ROM - 4GB RAM - PTA APPROVED OFFICIAL WARRANTY,ir H.,excellent delivery service
Infinix Smart 7 - 64GB ROM - 4GB RAM - PTA APPROVED OFFICIAL WARRANTY,ad,Jo colour order Ki Tha wo Ni Mila ..... or product packaging BHI achi Ni thi . green colour mangwaya tha .... but white delivered Howa .
Infinix Smart 7 - 64GB ROM - 4GB RAM - PTA APPROVED OFFICIAL WARRANTY,waja M.,good service... highly recommended
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,eem Y.,Deliver on time good product 👍
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,ar B.,"Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market."
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,d A.,original product delivered .... reliable seller ....... timely delivered ....!
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,d A.,original product delivered .... reliable seller ....... timely delivered ....!
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,air,Thanx 4 sending blue clr market mai bht short ha aur black mai mil raha tha
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,eem Y.,Deliver on time good product 👍
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,harat A.,"Good 👍👍👍👍👍 cell 📱📱📱📱 phone, honest seller, 💯💯💯💯💯 thanks Daraz and Seller"
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||, I.,trusted seller original and perfect mobile recieved
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,ht S.,"absolutely satisfied with the seller delivery was exceptionally quick, Product arrived in perfect condition and is same as advertised. 100% would highly recommend this seller."
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,bbir M.,Great job done by seller
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,h N.,Good 👍 product and service
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,*8,highly recommended...Trust worthy seller..
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,ar B.,"Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market."
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,d I.,seller rply bhot lte krta h... baqi product original lgi..
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,ar B.,"Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market."
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,d I.,seller rply bhot lte krta h... baqi product original lgi..
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,ar B.,"Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market."
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,d I.,seller rply bhot lte krta h... baqi product original lgi..
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,ar B.,"Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market."
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,d I.,seller rply bhot lte krta h... baqi product original lgi..
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,ar B.,"Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market."
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,d I.,seller rply bhot lte krta h... baqi product original lgi..
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,*9,honest seller fast shipping phone is very good camera results also nice all over good phone and I ordered again
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,*9,"Got the parcel in 2 days. Seller was way too helpful. Product is genuine, PTA approved. 12 months warranty from Advance Telecom. A nice handful and cost effective mobile phone. Highly recommend."
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,ed,Seller is very Good person.It delivered in just 22hours and Phone is very good 👍 Same as shown and Very Affordable phone .Very Recommended
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,zzam A.,jazakallah honest seller and deliver in just 2 days authentic product product to apni jagah itni qeemat men bhot acha hai lekin asal men Jo muje free men mili woh seller ka Sacha aur jaldi response hai jis ki bhot ahmiyat hai Allah aap k karobar men taraqqi ata farmaey thank you so much
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,d M.,very nice mobile very good quality ♥️♥️♥️♥️♥️♥️
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,ayun F.,"Very fast delivery, seller is very responsive and honest. Original product received in original packing with 1 year E warranty. Phone is also superb as per expectations."
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,an S.,nice mobile phone .thanks daraz
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,iya B.,Mashallah the phone is more beautiful than the picture and the seller is very cooperative even though I ordered a wrong but they changed it's color to my liking when I text them jazakallah
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,dnaim,outclass mobile and seller is very honest as per product
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,*4,It's really good experience with Customer satisfaction approach I really like it time delivery awesome satisfied packing and genuine product...
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,sa U.,same wohi cheiz bheji hai aur same wohi color green us krna bad review day rhi ho 😊👌🏻
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,na S.,very nice set. seller was very cooperative specially thanks for colour which is same as ordered.
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,yer A.,Ma shaa Allah Product Ki Quality Bohat Achi hai Jaisa Order kia tha waisi he Delivery hui hai ...Honest Seller 💞💞
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,*4,value for money... recieved As shown Recommended Seller... :-)
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,ammad I.,bahot Zabardast Bilkul Jaisa Dekha Vesa hi paya zabardast Mobile hai aur Value For Money bhi hai.
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,yer A.,Ma shaa Allah Product Ki Quality Bohat Achi hai Jaisa Order kia tha waisi he Delivery hui hai ...Honest Seller 💞💞
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,*4,value for money... recieved As shown Recommended Seller... :-)
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,ammad I.,bahot Zabardast Bilkul Jaisa Dekha Vesa hi paya zabardast Mobile hai aur Value For Money bhi hai.
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,yer A.,Ma shaa Allah Product Ki Quality Bohat Achi hai Jaisa Order kia tha waisi he Delivery hui hai ...Honest Seller 💞💞
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,*4,value for money... recieved As shown Recommended Seller... :-)
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,ammad I.,bahot Zabardast Bilkul Jaisa Dekha Vesa hi paya zabardast Mobile hai aur Value For Money bhi hai.
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,yer A.,Ma shaa Allah Product Ki Quality Bohat Achi hai Jaisa Order kia tha waisi he Delivery hui hai ...Honest Seller 💞💞
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,*4,value for money... recieved As shown Recommended Seller... :-)
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,ammad I.,bahot Zabardast Bilkul Jaisa Dekha Vesa hi paya zabardast Mobile hai aur Value For Money bhi hai.
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,yer A.,Ma shaa Allah Product Ki Quality Bohat Achi hai Jaisa Order kia tha waisi he Delivery hui hai ...Honest Seller 💞💞
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,*4,value for money... recieved As shown Recommended Seller... :-)
Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,ammad I.,bahot Zabardast Bilkul Jaisa Dekha Vesa hi paya zabardast Mobile hai aur Value For Money bhi hai.
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",*.,Everyone knows how is the phone so I won't say anything about the device but rather I would like to express my disappointment with the delay in delivery from the seller. Further the device cost you thousands & you can see the quantity of bubble wrap they did on the box what if it could have had been damaged? It must be packed properly & securely
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",an C.,yeh repack hain mainay packing nahi open ki or mainay black color bola tha sunset gold aya hain JB Kay seller say bat bhi hogai thi AJ Saturday received hoa or Saturday ko hi mainay return kardia hain or is main seller ki chat bhi shamil hain picture main
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",asir S.,"best mobile ever, thanks Daraz and thanks seller recimmended this seller ❤️"
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",ish H.,amazing experience good mobile in good price
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",ad A.,"Bht pyara phone he budget me recommended seller..., excellent 👌"
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",ammad A.,"product is exceeleny, delivery services are very poor. i wiuld rater it minus, the privider bettet change delivery services otger than TCS"
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",*2,great but battery timming is not good
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",ammad S.,"excellent delivery system and good quality product , draz is a trustwarthy ,professional ,excellent and valued supplier"
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",ran K.,Amazingly fast delivery. Original packing and received the item as ordered. Thanks Daraz
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",nabbas,nice service and phone and so cheap❤❤❤recommend to buy this❤❤❤
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",i,product is same as shown.. but seller response is much disappointed.
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",asir S.,"best mobile ever, thanks Daraz and thanks seller recimmended this seller ❤️"
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",q U.,"Original product, timely delivery. Good experience. Thanks"
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",ammad I.,nice phone..Nice delivery.. delivered the same as shown.
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty", R.,Excellent service on time delivery
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",q U.,"Original product, timely delivery. Good experience. Thanks"
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",ammad I.,nice phone..Nice delivery.. delivered the same as shown.
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty", R.,Excellent service on time delivery
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",q U.,"Original product, timely delivery. Good experience. Thanks"
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",ammad I.,nice phone..Nice delivery.. delivered the same as shown.
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty", R.,Excellent service on time delivery
"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty",q U.,"Original product, timely delivery. Good experience. Thanks"
